"titile","link","type","content","source","province","city","dictrict","data","Proj No.","Proj Name","Purchase","Bidding","Bid Amount"
"福建医科大学服务器等采购项目结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1023625.jhtml","结果公告","福建医科大学服务器等采购项目结果公告（合同包[3500]FJGGZY[GK]2022050-1） 一、项目编号： [3500]FJGGZY[GK]2022050二、项目名称：福建医科大学服务器等采购项目 三、采购结果 [3500]FJGGZY[GK]2022050-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 福州捷图信息技术有限公司 福建省福州市仓山区城门镇胪雷路26号阳光环站新城（一区）（1#地块）13#楼13层05商务办公 1000000.0000元 四、主要标的信息 合同包[3500]FJGGZY[GK]2022050-1 包1 福州捷图信息技术有限公司： 货物类 品目号 品目编号及品目名称 采购标的 品牌 规格型号 数量 单位 单价（元） 金额（元） 1-1 A02010103 服务器 服务器 浪潮 NF5280M6 2 台 53000 106000.0000 1-2 A020199 其他计算机设备及软件 集群软件 浪潮 ClusterEngine 1 套 3100 3100.0000 1-3 A02010103 服务器 服务器 浪潮 NF5280M6 5 台 99800 499000.0000 1-4 A02010103 服务器 服务器 浪潮 NF5280M6 1 台 170500 170500.0000 1-5 A02010103 服务器 服务器 浪潮 NF5466M6 1 台 160400 160400.0000 1-6 A0201020201 以太网交换机 以太网交换机 浪潮 CN61108PC-V-H 1 台 41000 41000.0000 1-7 A02010301 防火墙 防火墙 安恒 安恒明御安全网关DAS-Gateway-160 1 套 20000 20000.0000 五、评标专家名单： 采购人代表： 高捷 (包1) 评审专家： 周传建,林宪生,张挺,陈伟 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022050-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 本项目共有3家投标人在规定的时间内递交了投标文件。该3家投标人递交的投标文件均符合招标文件规定，通过了资格性及符合性审查。九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建医科大学 地 址：福建省福州市大学新区学府北路1号 联系方式：18359186217 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼17层 联系方式：系统问题400-161-2666；招标文件问题87803032；质疑事项87767795 3.项目联系人 项目联系人：侯女士 电 话：系统问题400-161-2666；招标文件问题87803032；质疑事项87767795 福建省公共资源交易中心","政府采购","福建省","福州市","仓山区","2022/11/18","[3500]FJGGZY[GK]2022050","福建医科大学服务器等采购项目 ","福建医科大学","0","0"
"福建农林大学安溪校区物业管理服务结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1023595.jhtml","结果公告","福建农林大学安溪校区物业管理服务结果公告（合同包[3500]FJGGZY[GK]2022045-1-1） 一、项目编号： [3500]FJGGZY[GK]2022045-1二、项目名称：福建农林大学安溪校区物业管理服务 三、采购结果 [3500]FJGGZY[GK]2022045-1-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 福建百川物业服务有限公司 福建省福州市仓山区城门镇绍岐村93号179室（自贸试验区内） 13145205.0000元 四、主要标的信息 合同包[3500]FJGGZY[GK]2022045-1-1 包1 福建百川物业服务有限公司： 服务类 品目号 品目编号及品目名称 采购标的 服务范围 服务要求 服务时间 单位 服务标准 金额（元） 1-1 C1204 物业管理服务 物业管理服务 按招标文件及合同约定 按招标文件及合同约定 3 年 按招标文件及合同约定 13145205.0000 五、评标专家名单： 采购人代表： 戴永务 (包1),黄成茂 (包1) 评审专家： 曹文火,李瑞喜,薛亦玉,林清俤,周卫平 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022045-1-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 1、符合性审查未通过原因: 福建省九洲物业管理有限公司、福建省邮电物业管理有限公司所提供的楼宇主管身份证复印件显示年龄超过招标文件第五章第二点7.1表中要求的“40周岁及以下”，符合性审查不通过。 2、未中标供应商评审得分及排序如下： 福建省长冠物业管理有限公司 得分85.27分，排名第二； 江苏银河物业管理有限公司 得分71.41分，排名第三； 珠海葆力物业管理有限公司 得分69.4分，排名第四。 注：根据财政部令第87号规定，未中标供应商评审得分及排序特此以公告方式通知。 3、中标供应商《中小企业声明函》（详见附件） 九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建农林大学 地 址：福州市仓山区上下店路15号 联系方式：18705080270 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼 联系方式：系统问题400-161-2666；招标文件编制87803032；质疑事项受理87767795 3.项目联系人 项目联系人：详见下 电 话：系统问题400-161-2666；招标文件编制87803032；质疑事项受理87767795 福建省公共资源交易中心","政府采购","福建省","福州市","仓山区","2022/11/17","[3500]FJGGZY[GK]2022045-1","福建农林大学安溪校区物业管理服务 ","福建农林大学","福建省长冠物业管理有限公司","0"
"福建省产品质量检验研究院高速彩色数码多功能一体打印机采购项目结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1023319.jhtml","结果公告","福建省产品质量检验研究院高速彩色数码多功能一体打印机采购项目结果公告（合同包[3500]FJGGZY[XJ]2022003-1） 一、项目编号： [3500]FJGGZY[XJ]2022003二、项目名称：福建省产品质量检验研究院高速彩色数码多功能一体打印机采购项目 三、采购结果 [3500]FJGGZY[XJ]2022003-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 福建中科创新信息科技有限公司 福建省福州市鼓楼区水部街道五一北路186号利嘉大世界商场7层704单元 1363500.0000元 四、主要标的信息 合同包[3500]FJGGZY[XJ]2022003-1 包1 福建中科创新信息科技有限公司： 货物类 品目号 品目编号及品目名称 采购标的 品牌 规格型号 数量 单位 单价（元） 金额（元） 1-1 A020204 多功能一体机 多功能一体机 富士胶片 ApeosPro C810 3 台 454500 1363500.0000 五、评标专家名单： 采购人代表： 朱金红 (包1) 评审专家： 李纲,张玉源 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[XJ]2022003-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 本项目共有4家供应商在规定时间内递交了响应文件。该4家供应商递交的响应文件均符合询价通知书要求，通过了资格性及符合性审查。九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建省产品质量检验研究院 地 址：福州市鼓楼区西门外山头角121号 联系方式：059183712126 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼17层 联系方式：系统问题400-161-2666；招标文件问题87803032；质疑事项87767795 3.项目联系人 项目联系人：贺女士 电 话：系统问题400-161-2666；招标文件问题87803032；质疑事项87767795 福建省公共资源交易中心","政府采购","福建省","福州市","鼓楼区","2022/10/27","[3500]FJGGZY[XJ]2022003","福建省产品质量检验研究院高速彩色数码多功能一体打印机采购项目 ","福建省产品质量检验研究院","0","0"
"福建农林大学旗山校区2022-2025学年度物业服务项目结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1023290.jhtml","结果公告","福建农林大学旗山校区2022-2025学年度物业服务项目结果公告（合同包[3500]FJGGZY[GK]2022051-1） 一、项目编号： [3500]FJGGZY[GK]2022051二、项目名称：福建农林大学旗山校区2022-2025学年度物业服务项目 三、采购结果 [3500]FJGGZY[GK]2022051-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 福建省中诺物业服务有限公司 福建省福州市台江区八一七中路797号31 13167000.0000元 四、主要标的信息 合同包[3500]FJGGZY[GK]2022051-1 包1 福建省中诺物业服务有限公司： 服务类 品目号 品目编号及品目名称 采购标的 服务范围 服务要求 服务时间 单位 服务标准 金额（元） 1-1 C1204 物业管理服务 物业管理服务 符合招标文件要求 符合招标文件要求 3 年 符合招标文件要求 13167000.0000 五、评标专家名单： 采购人代表： 林洪堂123 (包1),陈毅 (包1) 评审专家： 李瑞喜,鞠黎明,邵赴闽,林清俤,张乃熀 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022051-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 1、资格审查未通过原因: 福建省邮电物业管理有限公司所提供的“单位授权书”中填写的投标人代表身份证号与其提供的“身份证复印件”中的身份证号不一致，资格性审查不通过。 2、符合性审查未通过原因: 中海物业管理有限公司未按招标文件第五章第二点“（二）1.3.9”要求提供6名水电维修工“有效的应急管理部门颁发的低压电工作业证书复印件”及未按招标文件第五章第二点“（二）1.7.5”要求提供“拟派本项目所有电梯安全员”的相关资料，其技术部分符合性审查不通过； 润加物业服务（深圳）有限公司所提供的相关证明材料中3名水电维修工及1名电梯安全员、1名高压电工身份证件已过期，其技术部分符合性审查不通过；明喆集团有限公司所拟派的高压电工仅有一名，不符合招标文件第五章第二点“（二）10.旗山校区物业岗位设置和工作人员配置表”要求，其技术部分符合性审查不通过。 3、未中标供应商评审得分及排序如下： 厦门建发公建物业管理有限公司 得分91.22分，排名第二； 福建百川物业服务有限公司 得分90分，排名第三； 福建汇晟集团有限公司 得分89.89分，排名第四； 福建永安物业管理有限公司 得分89.88分，排名第五； 北京国基伟业物业管理有限公司 得分88.88分，排名第六； 海纳物业服务集团有限公司 得分87.38分，排名第七； 珠海市丹田物业管理股份有限公司 得分86.46分，排名第八； 绿城物业服务集团有限公司 得分79.65分，排名第九。 注：根据财政部令第87号规定，未中标供应商评审得分及排序特此以公告方式通知。 4、中标供应商《中小企业声明函》（详见附件）九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建农林大学 地 址：福州市仓山区上下店路15号 联系方式：13960703969 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼17层 联系方式：系统问题400-161-2666；招标文件编制87819300；质疑事项受理87767795 3.项目联系人 项目联系人：详见下 电 话：系统问题400-161-2666；招标文件编制87819300；质疑事项受理87767795 福建省公共资源交易中心","政府采购","福建省","福州市","台江区","2022/10/26","[3500]FJGGZY[GK]2022051","福建农林大学旗山校区2022-2025学年度物业服务项目 ","福建农林大学","厦门建发公建物业管理有限公司","0"
"福建省食品药品质量检验研究院物业管理服务结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1023282.jhtml","结果公告","福建省食品药品质量检验研究院物业管理服务结果公告（合同包[3500]FJGGZY[GK]2022037-1-1） 一、项目编号： [3500]FJGGZY[GK]2022037-1二、项目名称：福建省食品药品质量检验研究院物业管理服务 三、采购结果 [3500]FJGGZY[GK]2022037-1-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 福建环山物业管理有限公司 福建省福州市鼓楼区鼓屏路192号山海大厦602室B区 2511840.0000元 四、主要标的信息 合同包[3500]FJGGZY[GK]2022037-1-1 包1 福建环山物业管理有限公司： 服务类 品目号 品目编号及品目名称 采购标的 服务范围 服务要求 服务时间 单位 服务标准 金额（元） 1-1 C1204 物业管理服务 物业管理服务 完全响应招标文件要求 完全响应招标文件要求 1 年 完全响应招标文件要求 2511840.0000 五、评标专家名单： 采购人代表： 陈章捷 (包1) 评审专家： 翁文飞,陈宏靖,张玉兰,曾美玲 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022037-1-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 1、未中标供应商评审得分及排序如下： 福建百川物业服务有限公司 得分96.42分,排名第二； 绿城物业服务集团有限公司 得分93.68分,排名第三； 福建实达物业有限公司 得分86.91分,排名第四； 世纪颐和物业服务集团有限公司 得分63.79分,排名第五。 注：根据财政部令第87号规定，未中标供应商评审得分及排序特此以公告方式通知。 2、中标供应商《中小企业声明函》（详见附件） 九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建省食品药品质量检验研究院 地 址：福州市通湖路330号 联系方式：87617350 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福建省福州市华林路128号屏东写字楼17层 联系方式：系统问题4001612666；项目经办87838013；质疑受理87767795 3.项目联系人 项目联系人：详见下 电 话：系统问题4001612666；项目经办87838013；质疑受理87767795 福建省公共资源交易中心","政府采购","福建省","福州市","鼓楼区","2022/10/25","[3500]FJGGZY[GK]2022037-1","福建省食品药品质量检验研究院物业管理服务 ","福建省食品药品质量检验研究院","福建百川物业服务有限公司","0"
"福州一中高中部物业服务管理采购项目结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1023097.jhtml","结果公告","福州一中高中部物业服务管理采购项目结果公告（合同包[3500]FJGGZY[GK]2022052-1） 一、项目编号： [3500]FJGGZY[GK]2022052二、项目名称：福州一中高中部物业服务管理采购项目 三、采购结果 [3500]FJGGZY[GK]2022052-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 福建省中诺物业服务有限公司 福建省福州市台江区八一七中路797号31 6230400.0000元 四、主要标的信息 合同包[3500]FJGGZY[GK]2022052-1 包1 福建省中诺物业服务有限公司： 服务类 品目号 品目编号及品目名称 采购标的 服务范围 服务要求 服务时间 单位 服务标准 金额（元） 1-1 C1204 物业管理服务 物业管理服务 符合招标文件要求 符合招标文件要求 3 年 符合招标文件要求 6230400.0000 五、评标专家名单： 采购人代表： 郑国彪 (包1) 评审专家： 张维雅,郭培红,陈宏靖,何新辉 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022052-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 1、未中标供应商评审得分及排序如下： 福建顾晟保安集团有限责任公司 得分92.01分，排名第二； 福建贵福物业服务有限公司 得分91.87分，排名第三； 福州现代家园物业管理有限公司 得分91.67分，排名第四； 福建亿居安物业管理有限公司 得分91.12分，排名第五； 福州家和物业管理有限公司 得分90.57分，排名第六； 珠海市丹田物业管理股份有限公司 得分90.42分，排名第七； 福建远洋鑫物业服务有限公司 得分89.59分，排名第八； 珠海葆力物业管理有限公司 得分89.25分，排名第九； 深圳市金地物业管理有限公司 得分89.04分，排名第十。 注：根据财政部令第87号规定，未中标供应商评审得分及排序特此以公告方式通知。 2、中标供应商《中小企业声明函》（详见附件） 九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建省福州第一中学 地 址：福州地区大学城福州一中新校区 联系方式：18960873588 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼17层 联系方式：系统问题4001612666；项目经办87669218；质疑受理87767795 3.项目联系人 项目联系人：详见以下 电 话：系统问题4001612666；项目经办87669218；质疑受理87767795 福建省公共资源交易中心","政府采购","福建省","福州市","台江区","2022/10/19","[3500]FJGGZY[GK]2022052","福州一中高中部物业服务管理采购项目 ","福建省福州第一中学","福建顾晟保安集团有限责任公司","0"
"福建省教育厅2022年福建中小学智慧教育平台省级政务云资源租赁服务项目结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1023037.jhtml","结果公告","福建省教育厅2022年福建中小学智慧教育平台省级政务云资源租赁服务项目结果公告（合同包[3500]FJGGZY[GK]2022049-1） 一、项目编号： [3500]FJGGZY[GK]2022049二、项目名称：福建省教育厅2022年福建中小学智慧教育平台省级政务云资源租赁服务项目 三、采购结果 [3500]FJGGZY[GK]2022049-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 福建省星云大数据应用服务有限公司 福州市鼓楼区软件大道89号软件园F区5号楼27层 1393758.7200元 四、主要标的信息 合同包[3500]FJGGZY[GK]2022049-1 包1 福建省星云大数据应用服务有限公司： 服务类 品目号 品目编号及品目名称 采购标的 服务范围 服务要求 服务时间 单位 服务标准 金额（元） 1-1 C0304 云计算服务 云计算服务 符合招标文件要求 符合招标文件要求 1 项 符合招标文件要求 1393758.7200 五、评标专家名单： 采购人代表： 刘心悦 (包1) 评审专家： 郑树军,林秀清,田斌,林平 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022049-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 1、未中标供应商评审得分及排序如下： 华信纵横科技有限公司 得分66.4分，排名第二； 福建八闽云安信息技术有限公司 得分64.07分，排名第三。 注：根据财政部令第87号规定，未中标供应商评审得分及排序特此以公告方式通知。 九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建省教育厅 地 址：福州市鼓楼区鼓屏路162号 联系方式：059187091208 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼 联系方式：系统问题400-161-2666；招标文件编制87803032；质疑事项受理87767795 3.项目联系人 项目联系人：详见下 电 话：系统问题400-161-2666；招标文件编制87803032；质疑事项受理87767795 福建省公共资源交易中心","政府采购","福建省","福州市","鼓楼区","2022/10/12","[3500]FJGGZY[GK]2022049","福建省教育厅2022年福建中小学智慧教育平台省级政务云资源租赁服务项目 ","福建省教育厅","华信纵横科技有限公司","0"
"福建省儿童医院生活服务管理中心家具结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1022985.jhtml","结果公告","福建省儿童医院生活服务管理中心家具结果公告（合同包[3500]FJGGZY[GK]2022041-1-1） 一、项目编号： [3500]FJGGZY[GK]2022041-1二、项目名称：福建省儿童医院生活服务管理中心家具 三、采购结果 [3500]FJGGZY[GK]2022041-1-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 深圳市怡亚通医疗供应链管理有限公司 深圳市福田区福田路深圳国际文化大厦2705A 4251857.0000元 四、主要标的信息 合同包[3500]FJGGZY[GK]2022041-1-1 包1 深圳市怡亚通医疗供应链管理有限公司： 货物类 品目号 品目编号及品目名称 采购标的 品牌 规格型号 数量 单位 单价（元） 金额（元） 1-1 A0699 其他家具用具 家具用具 东港牌 1、中式8人客厅餐桌1 规格：2800*800*760 型号：DG-001 2、中式8人客厅餐椅1 规格：690*650*800 型号：DG-002 3、中式客厅大沙发 规格：2300*800*900 型号：DG-003 1 批 4251857 4251857.0000 五、评标专家名单： 采购人代表： 陈顺钦 (包1) 评审专家： 龚以霖,翁文飞,李南芳,余良仁 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022041-1-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 1、未中标供应商评审得分及排序如下： 江西泉友实业发展有限公司 得分76.51分，排名第二； 福州印华家具有限公司 得分72.18分，排名第三。 注：根据财政部令第87号规定，未中标供应商评审得分及排序特此以公告方式通知。 2、中标供应商《中小企业声明函》（详见附件） 九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建省儿童医院 地 址：福州市鼓屏路17号 联系方式：18259003852 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼17层 联系方式：系统问题400-161-2666；招标文件编制87819300；质疑事项受理87767795 3.项目联系人 项目联系人：详见下 电 话：系统问题400-161-2666；招标文件编制87819300；质疑事项受理87767795 福建省公共资源交易中心","政府采购","福建省","0","0","2022/9/30","[3500]FJGGZY[GK]2022041-1","福建省儿童医院生活服务管理中心家具 ","福建省儿童医院","江西泉友实业发展有限公司","0"
"福建医科大学附属第一医院 2022年度家具采购项目结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1022950.jhtml","结果公告","福建医科大学附属第一医院 2022年度家具采购项目结果公告（合同包[3500]FJGGZY[GK]2022040-1-1） 一、项目编号： [3500]FJGGZY[GK]2022040-1二、项目名称：福建医科大学附属第一医院 2022年度家具采购项目 三、采购结果 [3500]FJGGZY[GK]2022040-1-1 包1 供应商名称 供应商地址 中标（成交）金额（单位：元） 福建蛙鸣科技有限公司 福建省福州高新区中海寰宇天下42号楼1302-1 3214202.0000元 四、主要标的信息 合同包[3500]FJGGZY[GK]2022040-1-1 包1 福建蛙鸣科技有限公司： 货物类 品目号 品目编号及品目名称 采购标的 品牌 规格型号 数量 单位 单价（元） 金额（元） 1-1 A0699 其他家具用具 家具 蛙鸣、金朋、思齐、广圣 1、不锈钢实验椅 常规2、防静电实验椅 440*465*（745-840）3、防静电实验椅 460*435*（500-800）4、实验椅 常规5、诊疗椅 常规 1 批 3214202 3214202.0000 五、评标专家名单： 采购人代表： 张玉琳 (包1) 评审专家： 龚以霖,翁文飞,王晓玲,黄兴灿 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022040-1-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 1、符合性审查未通过原因：鸿盛家具（福建）有限公司所提供的“技术和服务响应表”中序号25第6点、序号32第2点、序号72-序号75第4点、序号101-序号103第4点、序号106-序号109第4点、序号113-序号115第4点、序号119第4点漆膜硬度不符合招标文件规定，符合性审查不通过。 2、未中标供应商评审得分及排序如下： 福州迪桦家具贸易有限公司 得分66.34分，排名第二； 福州卓宏信息技术有限公司 得分59.6分，排名第三； 福州友一建设工程有限公司 得分52.3分，排名第四。 注：根据财政部令第87号规定，未中标供应商评审得分及排序特此以公告方式通知。 3、中标供应商《中小企业声明函》（详见附件） 九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建医科大学附属第一医院 地 址：福州市台江区茶中路20号 联系方式：87981076 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼17层 联系方式：系统问题4001612666；招标文件问题87838013； 质疑受理87767795 3.项目联系人 项目联系人：详见以下 电 话：系统问题4001612666；招标文件问题87838013； 质疑受理87767795 福建省公共资源交易中心","政府采购","福建省","福州市","台江区","2022/9/29","[3500]FJGGZY[GK]2022040-1","福建医科大学附属第一医院 2022年度家具采购项目 ","福建医科大学附属第一医院","福州迪桦家具贸易有限公司","0"
"福建省肿瘤医院LED显示屏采购标后更正公告","https://fjggzyjy.cn:443/zfcgzbcgbcgg/1022958.jhtml","更正公告","福建省肿瘤医院LED显示屏采购标后更正公告一、项目基本情况 原公告的采购项目编号：[3500]FJGGZY[GK]2022046 原公告的采购项目名称：福建省肿瘤医院LED显示屏采购 首次公告日期：2022年9月14日二、更正信息 合同包一 更正事项：中标结果 更正原因：因有投标人对中标结果提出质疑。经核实，中标人福建省知一信息科技有限公司在其投标客户端的分项报价表“规格型号”项下的填报内容与招标文件第五章“二、技术和服务要求”的相应内容不一致，存在对招标文件实质性要求的响应存在重大偏离或保留，根据招标文件第四章第6.2条第（6）款的相关规定，中标人符合性审查不通过，质疑事项成立。 更正内容：福建省知一信息科技有限公司中标资格无效，该项目重新开展采购活动。三、其他补充事宜 无四、凡对本次公告内容提出询问，请按以下方式联系 1.采购人信息 名 称：福建省肿瘤医院 地 址：福州市福马路420号 联系方式：13805021599 2.采购代 理机构信息（如有） 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼17层 联系方式：系统问题400-161-2666；招标文件问题87803032；质疑事项87767795 3.项目联系方式 项目联系人：金山 电 话：13805021599福建省公共资源交易中心","政府采购","福建省","福州市","0","2022/9/30","[3500]FJGGZY[GK]2022046","福建省肿瘤医院LED显示屏采购 首次公告日期：2022年9月14日","福建省肿瘤医院","0","0"
"福建省食品药品质量检验研究院物业管理服务结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1022906.jhtml","结果公告","福建省食品药品质量检验研究院物业管理服务结果公告（合同包[3500]FJGGZY[GK]2022037-1） 一、项目编号： [3500]FJGGZY[GK]2022037二、项目名称：福建省食品药品质量检验研究院物业管理服务 三、采购结果 [3500]FJGGZY[GK]2022037-1 包1 废标理由： 资格审查未通过原因：绿城物业服务集团有限公司、世纪颐和物业服务集团有限公司、福建环山物业管理有限公司、海纳物业服务集团有限公司等4家投标人均未按招标文件要求提供投标截止时间当月或上一个月的税收凭据复印件及社会保险凭据复印件，资格性审查不通过。因此，本项目因有效投标人不足3家，本次采购程序终止。 四、主要标的信息 合同包[3500]FJGGZY[GK]2022037-1 包1 主要标的信息：无 五、评标专家名单： 采购人代表： 评审专家： 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022037-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 无九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建省食品药品质量检验研究院 地 址：福州市通湖路330号 联系方式：87617350 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼17层 联系方式：系统问题4001612666；招标文件问题87838013；质疑受理87767795 3.项目联系人 项目联系人：详见以下联系方式 电 话：系统问题4001612666；招标文件问题87838013；质疑受理87767795 福建省公共资源交易中心","政府采购","福建省","福州市","0","2022/9/27","[3500]FJGGZY[GK]2022037","福建省食品药品质量检验研究院物业管理服务 ","福建省食品药品质量检验研究院","0","0"
"福建农林大学安溪校区物业管理服务结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/1022868.jhtml","结果公告","福建农林大学安溪校区物业管理服务结果公告（合同包[3500]FJGGZY[GK]2022045-1） 一、项目编号： [3500]FJGGZY[GK]2022045二、项目名称：福建农林大学安溪校区物业管理服务 三、采购结果 [3500]FJGGZY[GK]2022045-1 包1 废标理由： 本项目投标人不足3家，本次采购程序终止。 四、主要标的信息 合同包[3500]FJGGZY[GK]2022045-1 包1 主要标的信息：无 五、评标专家名单： 采购人代表： 评审专家： 六、代理服务收费标准及金额： 代理服务费收费标准： 无 代理服务费收费金额： 合同包[3500]FJGGZY[GK]2022045-1 包1 ：0元 收取对象： 无 七、公告期限 自本公告发布之日起1个工作日八、其他补充事宜 无九、凡对本次公告内容提出询问，按以下方式联系。 1.采购人信息 名 称：福建农林大学 地 址：福州市仓山区上下店路15号 联系方式：18705080270 2.采购代理机构信息（如有）： 名 称：福建省公共资源交易中心 地 址：福州市华林路128号屏东写字楼 联系方式：系统问题400-161-2666；招标文件编制87803032；质疑事项受理87767795 3.项目联系人 项目联系人：详见下 电 话：系统问题400-161-2666；招标文件编制87803032；质疑事项受理87767795 福建省公共资源交易中心","政府采购","福建省","福州市","仓山区","2022/9/26","[3500]FJGGZY[GK]2022045","福建农林大学安溪校区物业管理服务 ","福建农林大学","0","0"
