"doc_id","source_table","title","rule_title","event_time","release_time","ingest_time","is_chunked","chunk_id","total_chunks","original_doc_id","text","source_url","created_at","updated_at"
"policy:105:chunk:4","policy","中华人民共和国招标投标法 (第5部分)","中华人民共和国招标投标法","2000-01-01","2020-12-10","2024-01-19 14:22:14","1","11","12","policy:105","件的截止时间后送达的投标文件，招标人应当拒收。第二十九条 投标人在招标文件要求提交投标文件的截止时间前，可以补充、修改或者撤回已提交的投标文件，并书面通知招标人。补充、修改的内容为投标文件的组成部分。第三十条 投标人根据招标文件载明的项目实际情况，拟在中标后将中标项目的部分非主体、非关键性工作进行分包的，应当在投标文件中载明。第三十一条 两个以上法人或者其他组织可以组成一个联合体，以一个投标人的身份共同投标。联合体各方均应当具备承担招标项目的相应能力；国家有关规定或者招标文件对投标人资格条件有规定的，联合体各方均应当具备规定的相应资格条件。由同一专业的单位组成的联合体，按照资质等级较低的单位确定资质等级。联合体各方应当签订共同投标协议，明确约定各方拟承担的工作和责任，并将共同投标协议连同投标文件一并提交招标人。联合体中标的，联合体各方应当共同与招标人签订合同，就中标项目向招标人承担连带责任。招标人不得强制投标人组成联合体共同投标，不得限制投标人之间的竞争。第三十二条 投标人不得相互串通投标报价，不得排挤其他投标人的公平竞争，损害招标人或者其他投标人的合法权益。投标人不得与招标人串通投标，损害国家利益、社会公共利益或者他人的合法权益。禁止投标人以向招标人或者评标委员会成员行贿的手段谋取中标。第三十三条 投标人不得以低于成本的报价竞标，也不得以他人名义投标或者以其他方式弄虚作假，骗取中标。第四章 开标、评标和中标第三十四条 开标应当在招标文件确定的提交投标文件截止时间的同一时间公开进行；开标地点应当为招标文件中预先确定的地点。第三十五条 开标由招标人主持，邀请所有投标人参加。第三十六条 开标时，由投标人或者其推选的代表检查投标文件的密封情况，也可以由招标人委托的公证机构检查并公证；经确认无误后，由工作人员当众拆封，宣读投标人名称、投标价格和投标文件的其他主要内容。","https://www.shggzy.com/zhfgfl/231489","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:105:chunk:5","policy","中华人民共和国招标投标法 (第6部分)","中华人民共和国招标投标法","2000-01-01","2020-12-10","2024-01-19 14:22:14","1","11","12","policy:105","人参加。第三十六条 开标时，由投标人或者其推选的代表检查投标文件的密封情况，也可以由招标人委托的公证机构检查并公证；经确认无误后，由工作人员当众拆封，宣读投标人名称、投标价格和投标文件的其他主要内容。招标人在招标文件要求提交投标文件的截止时间前收到的所有投标文件，开标时都应当当众予以拆封、宣读。开标过程应当记录，并存档备查。第三十七条 评标由招标人依法组建的评标委员会负责。依法必须进行招标的项目，其评标委员会由招标人的代表和有关技术、经济等方面的专家组成，成员人数为五人以上单数，其中技术、经济等方面的专家不得少于成员总数的三分之二。前款专家应当从事相关领域工作满八年并具有高级职称或者具有同等专业水平，由招标人从国务院有关部门或者省、自治区、直辖市人民政府有关部门提供的专家名册或者招标代理机构的专家库内的相关专业的专家名单中确定；一般招标项目可以采取随机抽取方式，特殊招标项目可以由招标人直接确定。与投标人有利害关系的人不得进入相关项目的评标委员会；已经进入的应当更换。评标委员会成员的名单在中标结果确定前应当保密。第三十八条 招标人应当采取必要的措施，保证评标在严格保密的情况下进行。任何单位和个人不得非法干预、影响评标的过程和结果。第三十九条 评标委员会可以要求投标人对投标文件中含义不明确的内容作必要的澄清或者说明，但是澄清或者说明不得超出投标文件的范围或者改变投标文件的实质性内容。第四十条 评标委员会应当按照招标文件确定的评标标准和方法，对投标文件进行评审和比较；设有标底的，应当参考标底。评标委员会完成评标后，应当向招标人提出书面评标报告，并推荐合格的中标候选人。招标人根据评标委员会提出的书面评标报告和推荐的中标候选人确定中标人。招标人也可以授权评标委员会直接确定中标人。国务院对特定招标项目的评标有特别规定的，从其规定。","https://www.shggzy.com/zhfgfl/231489","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:105:chunk:6","policy","中华人民共和国招标投标法 (第7部分)","中华人民共和国招标投标法","2000-01-01","2020-12-10","2024-01-19 14:22:14","1","11","12","policy:105","出书面评标报告，并推荐合格的中标候选人。招标人根据评标委员会提出的书面评标报告和推荐的中标候选人确定中标人。招标人也可以授权评标委员会直接确定中标人。国务院对特定招标项目的评标有特别规定的，从其规定。第四十一条 中标人的投标应当符合下列条件之一：（一）能够最大限度地满足招标文件中规定的各项综合评价标准；（二）能够满足招标文件的实质性要求，并且经评审的投标价格最低；但是投标价格低于成本的除外。第四十二条 评标委员会经评审，认为所有投标都不符合招标文件要求的，可以否决所有投标。依法必须进行招标的项目的所有投标被否决的，招标人应当依照本法重新招标。第四十三条 在确定中标人前，招标人不得与投标人就投标价格、投标方案等实质性内容进行谈判。第四十四条 评标委员会成员应当客观、公正地履行职务，遵守职业道德，对所提出的评审意见承担个人责任。评标委员会成员不得私下接触投标人，不得收受投标人的财物或者其他好处。评标委员会成员和参与评标的有关工作人员不得透露对投标文件的评审和比较、中标候选人的推荐情况以及与评标有关的其他情况。第四十五条 中标人确定后，招标人应当向中标人发出中标通知书，并同时将中标结果通知所有未中标的投标人。中标通知书对招标人和中标人具有法律效力。中标通知书发出后，招标人改变中标结果的，或者中标人放弃中标项目的，应当依法承担法律责任。第四十六条 招标人和中标人应当自中标通知书发出之日起三十日内，按照招标文件和中标人的投标文件订立书面合同。招标人和中标人不得再行订立背离合同实质性内容的其他协议。招标文件要求中标人提交履约保证金的，中标人应当提交。第四十七条 依法必须进行招标的项目，招标人应当自确定中标人之日起十五日内，向有关行政监督部门提交招标投标情况的书面报告。第四十八条 中标人应当按照合同约定履行义务，完成中标项目。","https://www.shggzy.com/zhfgfl/231489","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:105:chunk:7","policy","中华人民共和国招标投标法 (第8部分)","中华人民共和国招标投标法","2000-01-01","2020-12-10","2024-01-19 14:22:14","1","11","12","policy:105","金的，中标人应当提交。第四十七条 依法必须进行招标的项目，招标人应当自确定中标人之日起十五日内，向有关行政监督部门提交招标投标情况的书面报告。第四十八条 中标人应当按照合同约定履行义务，完成中标项目。中标人不得向他人转让中标项目，也不得将中标项目肢解后分别向他人转让。中标人按照合同约定或者经招标人同意，可以将中标项目的部分非主体、非关键性工作分包给他人完成。接受分包的人应当具备相应的资格条件，并不得再次分包。中标人应当就分包项目向招标人负责，接受分包的人就分包项目承担连带责任。第五章 法律责任第四十九条 违反本法规定，必须进行招标的项目而不招标的，将必须进行招标的项目化整为零或者以其他任何方式规避招标的，责令限期改正，可以处项目合同金额千分之五以上千分之十以下的罚款；对全部或者部分使用国有资金的项目，可以暂停项目执行或者暂停资金拨付；对单位直接负责的主管人员和其他直接责任人员依法给予处分。第五十条 招标代理机构违反本法规定，泄露应当保密的与招标投标活动有关的情况和资料的，或者与招标人、投标人串通损害国家利益、社会公共利益或者他人合法权益的，处五万元以上二十五万元以下的罚款；对单位直接负责的主管人员和其他直接责任人员处单位罚款数额百分之五以上百分之十以下的罚款；有违法所得的，并处没收违法所得；情节严重的，禁止其一年至二年内代理依法必须进行招标的项目并予以公告，直至由工商行政管理机关吊销营业执照；构成犯罪的，依法追究刑事责任。给他人造成损失的，依法承担赔偿责任。前款所列行为影响中标结果的，中标无效。第五十一条 招标人以不合理的条件限制或者排斥潜在投标人的，对潜在投标人实行歧视待遇的，强制要求投标人组成联合体共同投标的，或者限制投标人之间竞争的，责令改正，可以处一万元以上五万元以下的罚款。","https://www.shggzy.com/zhfgfl/231489","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:105:chunk:8","policy","中华人民共和国招标投标法 (第9部分)","中华人民共和国招标投标法","2000-01-01","2020-12-10","2024-01-19 14:22:14","1","11","12","policy:105","标无效。第五十一条 招标人以不合理的条件限制或者排斥潜在投标人的，对潜在投标人实行歧视待遇的，强制要求投标人组成联合体共同投标的，或者限制投标人之间竞争的，责令改正，可以处一万元以上五万元以下的罚款。第五十二条 依法必须进行招标的项目的招标人向他人透露已获取招标文件的潜在投标人的名称、数量或者可能影响公平竞争的有关招标投标的其他情况的，或者泄露标底的，给予警告，可以并处一万元以上十万元以下的罚款；对单位直接负责的主管人员和其他直接责任人员依法给予处分；构成犯罪的，依法追究刑事责任。前款所列行为影响中标结果的，中标无效。第五十三条 投标人相互串通投标或者与招标人串通投标的，投标人以向招标人或者评标委员会成员行贿的手段谋取中标的，中标无效，处中标项目金额千分之五以上千分之十以下的罚款，对单位直接负责的主管人员和其他直接责任人员处单位罚款数额百分之五以上百分之十以下的罚款；有违法所得的，并处没收违法所得；情节严重的，取消其一年至二年内参加依法必须进行招标的项目的投标资格并予以公告，直至由工商行政管理机关吊销营业执照；构成犯罪的，依法追究刑事责任。给他人造成损失的，依法承担赔偿责任。第五十四条 投标人以他人名义投标或者以其他方式弄虚作假，骗取中标的，中标无效，给招标人造成损失的，依法承担赔偿责任；构成犯罪的，依法追究刑事责任。依法必须进行招标的项目的投标人有前款所列行为尚未构成犯罪的，处中标项目金额千分之五以上千分之十以下的罚款，对单位直接负责的主管人员和其他直接责任人员处单位罚款数额百分之五以上百分之十以下的罚款；有违法所得的，并处没收违法所得；情节严重的，取消其一年至三年内参加依法必须进行招标的项目的投标资格并予以公告，直至由工商行政管理机关吊销营业执照。","https://www.shggzy.com/zhfgfl/231489","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:105:chunk:9","policy","中华人民共和国招标投标法 (第10部分)","中华人民共和国招标投标法","2000-01-01","2020-12-10","2024-01-19 14:22:14","1","11","12","policy:105","责任人员处单位罚款数额百分之五以上百分之十以下的罚款；有违法所得的，并处没收违法所得；情节严重的，取消其一年至三年内参加依法必须进行招标的项目的投标资格并予以公告，直至由工商行政管理机关吊销营业执照。第五十五条 依法必须进行招标的项目，招标人违反本法规定，与投标人就投标价格、投标方案等实质性内容进行谈判的，给予警告，对单位直接负责的主管人员和其他直接责任人员依法给予处分。前款所列行为影响中标结果的，中标无效。第五十六条 评标委员会成员收受投标人的财物或者其他好处的，评标委员会成员或者参加评标的有关工作人员向他人透露对投标文件的评审和比较、中标候选人的推荐以及与评标有关的其他情况的，给予警告，没收收受的财物，可以并处三千元以上五万元以下的罚款，对有所列违法行为的评标委员会成员取消担任评标委员会成员的资格，不得再参加任何依法必须进行招标的项目的评标；构成犯罪的，依法追究刑事责任。第五十七条 招标人在评标委员会依法推荐的中标候选人以外确定中标人的，依法必须进行招标的项目在所有投标被评标委员会否决后自行确定中标人的，中标无效，责令改正，可以处中标项目金额千分之五以上千分之十以下的罚款；对单位直接负责的主管人员和其他直接责任人员依法给予处分。第五十八条 中标人将中标项目转让给他人的，将中标项目肢解后分别转让给他人的，违反本法规定将中标项目的部分主体、关键性工作分包给他人的，或者分包人再次分包的，转让、分包无效，处转让、分包项目金额千分之五以上千分之十以下的罚款；有违法所得的，并处没收违法所得；可以责令停业整顿；情节严重的，由工商行政管理机关吊销营业执照。第五十九条 招标人与中标人不按照招标文件和中标人的投标文件订立合同的，或者招标人、中标人订立背离合同实质性内容的协议的，责令改正；可以处中标项目金额千分之五以上千分之十以下的罚款。","https://www.shggzy.com/zhfgfl/231489","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:106:chunk:0","policy","中华人民共和国文物保护法 (第1部分)","中华人民共和国文物保护法","1982-11-19","2020-12-10","2024-01-19 14:22:14","1","18","19","policy:106","（1982年11月19日第五届全国人民代表大会常务委员会第二十五次会议通过　根据1991年6月29日第七届全国人民代表大会常务委员会第二十次会议《关于修改〈中华人民共和国文物保护法〉第三十条、第三十一条的决定》第一次修正　2002年10月28日第九届全国人民代表大会常务委员会第三十次会议修订　根据2007年12月29日第十届全国人民代表大会常务委员会第三十一次会议《关于修改〈中华人民共和国文物保护法〉的决定》第二次修正　根据2013年6月29日第十二届全国人民代表大会常务委员会第三次会议《关于修改〈中华人民共和国文物保护法〉等十二部法律的决定》第三次修正　根据2015年4月24日第十二届全国人民代表大会常务委员会第十四次会议《关于修改〈中华人民共和国文物保护法〉的决定》第四次修正　根据2017年11月4日第十二届全国人民代表大会常务委员会第三十次会议《关于修改〈中华人民共和国会计法〉等十一部法律的决定》第五次修正）中华人民共和国文物保护法(2017修正)目录　　第一章　总 则　　第二章　不可移动文物　　第三章　考古发掘　　第四章　馆藏文物　　第五章　民间收藏文物　　第六章　文物出境进境　　第七章　法律责任　　第八章　附 则第一章　总 则第一条 为了加强对文物的保护，继承中华民族优秀的历史文化遗产，促进科学研究工作，进行爱国主义和革命传统教育，建设社会主义精神文明和物质文明，根据宪法，制定本法。第二条 在中华人民共和国境内，下列文物受国家保护：（一）具有历史、艺术、科学价值的古文化遗址、古墓葬、古建筑、石窟寺和石刻、壁画；（二）与重大历史事件、革命运动或者著名人物有关的以及具有重要纪念意义、教育意义或者史料价值的近代现代重要史迹、实物、代表性建筑；（三）历史上各时代珍贵的艺术品、工艺美术品；（四）历史上各时代重要的文献资料以及具有历史、艺术、科学价值的手稿和图书资料等；（五）","https://www.shggzy.com/zhfgfl/231488","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:106:chunk:1","policy","中华人民共和国文物保护法 (第2部分)","中华人民共和国文物保护法","1982-11-19","2020-12-10","2024-01-19 14:22:14","1","18","19","policy:106","要纪念意义、教育意义或者史料价值的近代现代重要史迹、实物、代表性建筑；（三）历史上各时代珍贵的艺术品、工艺美术品；（四）历史上各时代重要的文献资料以及具有历史、艺术、科学价值的手稿和图书资料等；（五）反映历史上各时代、各民族社会制度、社会生产、社会生活的代表性实物。文物认定的标准和办法由国务院文物行政部门制定，并报国务院批准。具有科学价值的古脊椎动物化石和古人类化石同文物一样受国家保护。第三条 古文化遗址、古墓葬、古建筑、石窟寺、石刻、壁画、近代现代重要史迹和代表性建筑等不可移动文物，根据它们的历史、艺术、科学价值，可以分别确定为全国重点文物保护单位，省级文物保护单位，市、县级文物保护单位。历史上各时代重要实物、艺术品、文献、手稿、图书资料、代表性实物等可移动文物，分为珍贵文物和一般文物；珍贵文物分为一级文物、二级文物、三级文物。第四条 文物工作贯彻保护为主、抢救第一、合理利用、加强管理的方针。第五条 中华人民共和国境内地下、内水和领海中遗存的一切文物，属于国家所有。古文化遗址、古墓葬、石窟寺属于国家所有。国家指定保护的纪念建筑物、古建筑、石刻、壁画、近代现代代表性建筑等不可移动文物，除国家另有规定的以外，属于国家所有。国有不可移动文物的所有权不因其所依附的土地所有权或者使用权的改变而改变。下列可移动文物，属于国家所有：（一）中国境内出土的文物，国家另有规定的除外；（二）国有文物收藏单位以及其他国家机关、部队和国有企业、事业组织等收藏、保管的文物；（三）国家征集、购买的文物；（四）公民、法人和其他组织捐赠给国家的文物；（五）法律规定属于国家所有的其他文物。属于国家所有的可移动文物的所有权不因其保管、收藏单位的终止或者变更而改变。国有文物所有权受法律保护，不容侵犯。第六条 属于集体所有和私人所有的纪念建筑物、古建筑和祖传文物以及依法取得的其他文物，其所有权受法律保护。","https://www.shggzy.com/zhfgfl/231488","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:106:chunk:10","policy","中华人民共和国文物保护法 (第11部分)","中华人民共和国文物保护法","1982-11-19","2020-12-10","2024-01-19 14:22:14","1","18","19","policy:106","政部门备案。非国有文物收藏单位和其他单位举办展览需借用国有馆藏文物的，应当报主管的文物行政部门批准；借用国有馆藏一级文物，应当经国务院文物行政部门批准。文物收藏单位之间借用文物的最长期限不得超过三年。第四十一条 已经建立馆藏文物档案的国有文物收藏单位，经省、自治区、直辖市人民政府文物行政部门批准，并报国务院文物行政部门备案，其馆藏文物可以在国有文物收藏单位之间交换。第四十二条 未建立馆藏文物档案的国有文物收藏单位，不得依照本法第四十条、第四十一条的规定处置其馆藏文物。第四十三条 依法调拨、交换、借用国有馆藏文物，取得文物的文物收藏单位可以对提供文物的文物收藏单位给予合理补偿，具体管理办法由国务院文物行政部门制定。国有文物收藏单位调拨、交换、出借文物所得的补偿费用，必须用于改善文物的收藏条件和收集新的文物，不得挪作他用；任何单位或者个人不得侵占。调拨、交换、借用的文物必须严格保管，不得丢失、损毁。第四十四条 禁止国有文物收藏单位将馆藏文物赠与、出租或者出售给其他单位、个人。第四十五条 国有文物收藏单位不再收藏的文物的处置办法，由国务院另行制定。第四十六条 修复馆藏文物，不得改变馆藏文物的原状；复制、拍摄、拓印馆藏文物，不得对馆藏文物造成损害。具体管理办法由国务院制定。不可移动文物的单体文物的修复、复制、拍摄、拓印，适用前款规定。第四十七条 博物馆、图书馆和其他收藏文物的单位应当按照国家有关规定配备防火、防盗、防自然损坏的设施，确保馆藏文物的安全。第四十八条 馆藏一级文物损毁的，应当报国务院文物行政部门核查处理。其他馆藏文物损毁的，应当报省、自治区、直辖市人民政府文物行政部门核查处理；省、自治区、直辖市人民政府文物行政部门应当将核查处理结果报国务院文物行政部门备案。馆藏文物被盗、被抢或者丢失的，文物收藏单位应当立即向公安机关报案，并同时向主管的文物行政部门报告。","https://www.shggzy.com/zhfgfl/231488","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:106:chunk:11","policy","中华人民共和国文物保护法 (第12部分)","中华人民共和国文物保护法","1982-11-19","2020-12-10","2024-01-19 14:22:14","1","18","19","policy:106","物行政部门核查处理；省、自治区、直辖市人民政府文物行政部门应当将核查处理结果报国务院文物行政部门备案。馆藏文物被盗、被抢或者丢失的，文物收藏单位应当立即向公安机关报案，并同时向主管的文物行政部门报告。第四十九条 文物行政部门和国有文物收藏单位的工作人员不得借用国有文物，不得非法侵占国有文物。第五章　民间收藏文物第五十条 文物收藏单位以外的公民、法人和其他组织可以收藏通过下列方式取得的文物：（一）依法继承或者接受赠与；（二）从文物商店购买；（三）从经营文物拍卖的拍卖企业购买；（四）公民个人合法所有的文物相互交换或者依法转让；（五）国家规定的其他合法方式。文物收藏单位以外的公民、法人和其他组织收藏的前款文物可以依法流通。第五十一条 公民、法人和其他组织不得买卖下列文物：（一）国有文物，但是国家允许的除外；（二）非国有馆藏珍贵文物；（三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；（四）来源不符合本法第五十条规定的文物。第五十二条 国家鼓励文物收藏单位以外的公民、法人和其他组织将其收藏的文物捐赠给国有文物收藏单位或者出借给文物收藏单位展览和研究。国有文物收藏单位应当尊重并按照捐赠人的意愿，对捐赠的文物妥善收藏、保管和展示。国家禁止出境的文物，不得转让、出租、质押给外国人。第五十三条 文物商店应当由省、自治区、直辖市人民政府文物行政部门批准设立，依法进行管理。文物商店不得从事文物拍卖经营活动，不得设立经营文物拍卖的拍卖企业。第五十四条 依法设立的拍卖企业经营文物拍卖的，应当取得省、自治区、直辖市人民政府文物行政部门颁发的文物拍卖许可证。经营文物拍卖的拍卖企业不得从事文物购销经营活动，不得设立文物商店。","https://www.shggzy.com/zhfgfl/231488","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:106:chunk:12","policy","中华人民共和国文物保护法 (第13部分)","中华人民共和国文物保护法","1982-11-19","2020-12-10","2024-01-19 14:22:14","1","18","19","policy:106","文物拍卖的拍卖企业。第五十四条 依法设立的拍卖企业经营文物拍卖的，应当取得省、自治区、直辖市人民政府文物行政部门颁发的文物拍卖许可证。经营文物拍卖的拍卖企业不得从事文物购销经营活动，不得设立文物商店。第五十五条 文物行政部门的工作人员不得举办或者参与举办文物商店或者经营文物拍卖的拍卖企业。文物收藏单位不得举办或者参与举办文物商店或者经营文物拍卖的拍卖企业。禁止设立中外合资、中外合作和外商独资的文物商店或者经营文物拍卖的拍卖企业。除经批准的文物商店、经营文物拍卖的拍卖企业外，其他单位或者个人不得从事文物的商业经营活动。第五十六条 文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。第五十七条 省、自治区、直辖市人民政府文物行政部门应当建立文物购销、拍卖信息与信用管理系统。文物商店购买、销售文物，拍卖企业拍卖文物，应当按照国家有关规定作出记录，并于销售、拍卖文物后三十日内报省、自治区、直辖市人民政府文物行政部门备案。拍卖文物时，委托人、买受人要求对其身份保密的，文物行政部门应当为其保密；但是，法律、行政法规另有规定的除外。第五十八条 文物行政部门在审核拟拍卖的文物时，可以指定国有文物收藏单位优先购买其中的珍贵文物。购买价格由文物收藏单位的代表与文物的委托人协商确定。第五十九条 银行、冶炼厂、造纸厂以及废旧物资回收单位，应当与当地文物行政部门共同负责拣选掺杂在金银器和废旧物资中的文物。拣选文物除供银行研究所必需的历史货币可以由人民银行留用外，应当移交当地文物行政部门。移交拣选文物，应当给予合理补偿。第六章　文物出境进境第六十条 国有文物、非国有文物中的珍贵文物和国家规定禁止出境的其他文物，不得出境；但是依照本法规定出境展览或者因特殊需要经国务院批准出境的除外。","https://www.shggzy.com/zhfgfl/231488","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:106:chunk:13","policy","中华人民共和国文物保护法 (第14部分)","中华人民共和国文物保护法","1982-11-19","2020-12-10","2024-01-19 14:22:14","1","18","19","policy:106","门。移交拣选文物，应当给予合理补偿。第六章　文物出境进境第六十条 国有文物、非国有文物中的珍贵文物和国家规定禁止出境的其他文物，不得出境；但是依照本法规定出境展览或者因特殊需要经国务院批准出境的除外。第六十一条 文物出境，应当经国务院文物行政部门指定的文物进出境审核机构审核。经审核允许出境的文物，由国务院文物行政部门发给文物出境许可证，从国务院文物行政部门指定的口岸出境。任何单位或者个人运送、邮寄、携带文物出境，应当向海关申报；海关凭文物出境许可证放行。第六十二条 文物出境展览，应当报国务院文物行政部门批准；一级文物超过国务院规定数量的，应当报国务院批准。一级文物中的孤品和易损品，禁止出境展览。出境展览的文物出境，由文物进出境审核机构审核、登记。海关凭国务院文物行政部门或者国务院的批准文件放行。出境展览的文物复进境，由原文物进出境审核机构审核查验。第六十三条 文物临时进境，应当向海关申报，并报文物进出境审核机构审核、登记。临时进境的文物复出境，必须经原审核、登记的文物进出境审核机构审核查验；经审核查验无误的，由国务院文物行政部门发给文物出境许可证，海关凭文物出境许可证放行。第七章　法律责任第六十四条 违反本法规定，有下列行为之一，构成犯罪的，依法追究刑事责任：（一）盗掘古文化遗址、古墓葬的；（二）故意或者过失损毁国家保护的珍贵文物的；（三）擅自将国有馆藏文物出售或者私自送给非国有单位或者个人的；（四）将国家禁止出境的珍贵文物私自出售或者送给外国人的；（五）以牟利为目的倒卖国家禁止经营的文物的；（六）走私文物的；（七）盗窃、哄抢、私分或者非法侵占国有文物的；（八）应当追究刑事责任的其他妨害文物管理行为。第六十五条 违反本法规定，造成文物灭失、损毁的，依法承担民事责任。违反本法规定，构成违反治安管理行为的，由公安机关依法给予治安管理处罚。","https://www.shggzy.com/zhfgfl/231488","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:106:chunk:14","policy","中华人民共和国文物保护法 (第15部分)","中华人民共和国文物保护法","1982-11-19","2020-12-10","2024-01-19 14:22:14","1","18","19","policy:106","法侵占国有文物的；（八）应当追究刑事责任的其他妨害文物管理行为。第六十五条 违反本法规定，造成文物灭失、损毁的，依法承担民事责任。违反本法规定，构成违反治安管理行为的，由公安机关依法给予治安管理处罚。违反本法规定，构成走私行为，尚不构成犯罪的，由海关依照有关法律、行政法规的规定给予处罚。第六十六条 有下列行为之一，尚不构成犯罪的，由县级以上人民政府文物主管部门责令改正，造成严重后果的，处五万元以上五十万元以下的罚款；情节严重的，由原发证机关吊销资质证书：（一）擅自在文物保护单位的保护范围内进行建设工程或者爆破、钻探、挖掘等作业的；（二）在文物保护单位的建设控制地带内进行建设工程，其工程设计方案未经文物行政部门同意、报城乡建设规划部门批准，对文物保护单位的历史风貌造成破坏的；（三）擅自迁移、拆除不可移动文物的；（四）擅自修缮不可移动文物，明显改变文物原状的；（五）擅自在原址重建已全部毁坏的不可移动文物，造成文物破坏的；（六）施工单位未取得文物保护工程资质证书，擅自从事文物修缮、迁移、重建的。刻划、涂污或者损坏文物尚不严重的，或者损毁依照本法第十五条第一款规定设立的文物保护单位标志的，由公安机关或者文物所在单位给予警告，可以并处罚款。第六十七条 在文物保护单位的保护范围内或者建设控制地带内建设污染文物保护单位及其环境的设施的，或者对已有的污染文物保护单位及其环境的设施未在规定的期限内完成治理的，由环境保护行政部门依照有关法律、法规的规定给予处罚。第六十八条 有下列行为之一的，由县级以上人民政府文物主管部门责令改正，没收违法所得，违法所得一万元以上的，并处违法所得二倍以上五倍以下的罚款；违法所得不足一万元的，并处五千元以上二万元以下的罚款：（一）转让或者抵押国有不可移动文物，或者将国有不可移动文物作为企业资产经营的；（二）将非国有不可移动文物转让或者抵押给外国人的；（三）擅自改变","https://www.shggzy.com/zhfgfl/231488","22/12/2025 13:59:42","22/12/2025 13:59:42"
"policy:106:chunk:15","policy","中华人民共和国文物保护法 (第16部分)","中华人民共和国文物保护法","1982-11-19","2020-12-10","2024-01-19 14:22:14","1","18","19","policy:106","款；违法所得不足一万元的，并处五千元以上二万元以下的罚款：（一）转让或者抵押国有不可移动文物，或者将国有不可移动文物作为企业资产经营的；（二）将非国有不可移动文物转让或者抵押给外国人的；（三）擅自改变国有文物保护单位的用途的。第六十九条 历史文化名城的布局、环境、历史风貌等遭到严重破坏的，由国务院撤销其历史文化名城称号；历史文化城镇、街道、村庄的布局、环境、历史风貌等遭到严重破坏的，由省、自治区、直辖市人民政府撤销其历史文化街区、村镇称号；对负有责任的主管人员和其他直接责任人员依法给予行政处分。第七十条 有下列行为之一，尚不构成犯罪的，由县级以上人民政府文物主管部门责令改正，可以并处二万元以下的罚款，有违法所得的，没收违法所得：（一）文物收藏单位未按照国家有关规定配备防火、防盗、防自然损坏的设施的；（二）国有文物收藏单位法定代表人离任时未按照馆藏文物档案移交馆藏文物，或者所移交的馆藏文物与馆藏文物档案不符的；（三）将国有馆藏文物赠与、出租或者出售给其他单位、个人的；（四）违反本法第四十条、第四十一条、第四十五条规定处置国有馆藏文物的；（五）违反本法第四十三条规定挪用或者侵占依法调拨、交换、出借文物所得补偿费用的。第七十一条 买卖国家禁止买卖的文物或者将禁止出境的文物转让、出租、质押给外国人，尚不构成犯罪的，由县级以上人民政府文物主管部门责令改正，没收违法所得，违法经营额一万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足一万元的，并处五千元以上二万元以下的罚款。文物商店、拍卖企业有前款规定的违法行为的，由县级以上人民政府文物主管部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书。","https://www.shggzy.com/zhfgfl/231488","22/12/2025 13:59:42","22/12/2025 13:59:42"
